,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,Season
0,Derrick Henry ,TEN,RB,28,10,10,2,2,4,1,0,230,1010,4.39,10,23,18,199,11.06,0,1,0,10,N/A,N/A,185,203.1,209.1,194.1,99,1,1,2022
1,Nick Chubb,CLE,RB,27,9,9,0,0,0,0,0,160,904,5.65,11,19,13,88,6.77,0,1,1,11,1,N/A,165,178.2,182.2,171.7,80,2,2,2022
2,Patrick Mahomes,KAN,QB,27,9,9,245,366,2936,25,7,34,215,6.32,1,0,0,0,N/A,0,3,0,1,1,1,235,234.9,247.9,241.9,76,1,3,2022
3,Josh Allen,BUF,QB,26,9,9,220,341,2733,20,10,68,476,7.00,4,0,0,0,N/A,0,8,3,4,N/A,N/A,235,234.9,253.9,244.9,76,2,4,2022
4,Travis Kelce,KAN,TE,33,9,9,0,0,0,0,0,2,5,2.50,0,84,63,740,11.75,8,0,0,8,1,N/A,125,187.5,190.5,156.0,74,1,5,2022
5,Tyreek Hill,MIA,WR,28,10,10,0,0,0,0,0,5,25,5.00,0,106,81,1148,14.17,4,1,0,4,N/A,N/A,141,222.3,225.3,181.8,70,1,6,2022
6,Stefon Diggs,BUF,WR,29,9,9,0,0,0,0,0,0,0,N/A,0,99,72,985,13.68,7,1,0,7,N/A,N/A,141,212.5,215.5,176.5,70,2,7,2022
7,Justin Jefferson,MIN,WR,23,9,9,1,1,23,0,0,2,13,6.50,1,100,69,1060,15.36,4,0,0,5,1,N/A,140,209.2,212.2,174.7,69,3,8,2022
8,Saquon Barkley,NYG,RB,25,9,9,0,0,0,0,0,198,931,4.70,6,36,29,197,6.79,0,1,0,6,1,N/A,151,179.8,185.8,165.3,66,3,9,2022
9,Austin Ekeler,LAC,RB,27,9,9,0,0,0,0,0,104,451,4.34,6,81,67,420,6.27,4,3,1,10,N/A,N/A,145,212.1,219.1,178.6,61,4,10,2022
10,Josh Jacobs,LVR,RB,24,9,9,0,0,0,0,0,159,821,5.16,7,37,31,200,6.45,0,1,0,7,N/A,N/A,144,175.1,181.1,159.6,60,5,11,2022
11,Jalen Hurts,PHI,QB,24,9,9,180,265,2217,14,3,94,354,3.77,7,0,0,0,N/A,0,5,1,7,1,N/A,216,216.1,226.1,219.1,58,3,12,2022
12,Cooper Kupp,LAR,WR,29,9,9,0,1,0,0,0,9,52,5.78,1,98,75,812,10.83,6,2,1,7,N/A,N/A,126,201.4,205.4,163.9,56,4,13,2022
13,Davante Adams,LVR,WR,30,9,9,0,0,0,0,0,3,-1,-0.33,0,99,57,784,13.75,8,1,0,8,N/A,N/A,126,183.3,186.3,154.8,56,5,14,2022
14,Jaylen Waddle,MIA,WR,24,10,10,0,0,0,0,0,2,17,8.50,0,75,51,878,17.22,6,1,1,6,N/A,N/A,124,174.5,178.5,149.0,54,6,15,2022
15,Christian McCaffrey,2TM,RB,26,9,8,1,1,34,1,0,125,563,4.50,4,60,47,395,8.40,2,1,0,6,N/A,N/A,137,184.2,190.2,160.7,53,6,16,2022
16,Joe Mixon,CIN,RB,26,9,9,0,0,0,0,0,151,585,3.87,6,50,38,272,7.16,2,0,0,8,N/A,N/A,134,171.7,177.7,152.7,50,7,17,2022
17,Aaron Jones,GNB,RB,28,11,11,0,0,0,0,0,143,778,5.44,2,49,40,248,6.20,3,3,1,5,1,N/A,133,172.6,179.6,152.6,49,8,18,2022
18,Justin Fields,CHI,QB,23,10,10,122,207,1489,12,7,104,749,7.20,6,0,0,0,N/A,0,12,1,6,N/A,1,204,204.5,218.5,211.5,47,4,19,2022
19,Dalvin Cook,MIN,RB,27,9,9,0,0,0,0,0,145,727,5.01,6,33,22,146,6.64,1,1,1,7,N/A,N/A,127,149.3,156.3,138.3,44,9,20,2022
20,Joe Burrow,CIN,QB,26,9,9,233,333,2535,18,6,35,141,4.03,4,0,0,0,N/A,0,4,2,4,N/A,2,200,199.5,213.5,205.5,42,5,21,2022
21,Christian Kirk,JAX,WR,26,10,10,0,1,0,0,0,3,12,4.00,0,82,52,679,13.06,7,1,1,7,N/A,N/A,109,161.1,165.1,135.1,40,7,22,2022
22,A.J. Brown,PHI,WR,25,9,8,0,0,0,0,0,0,0,N/A,0,73,44,725,16.48,6,0,0,6,N/A,N/A,109,152.5,155.5,130.5,40,8,23,2022
23,Lamar Jackson,BAL,QB,25,9,9,160,257,1768,16,6,86,635,7.38,2,0,0,0,N/A,0,4,1,2,N/A,N/A,196,196.2,209.2,202.2,39,6,24,2022
24,Jamaal Williams,DET,RB,27,9,5,0,0,0,0,0,142,604,4.25,9,12,9,57,6.33,0,2,1,9,1,N/A,120,129.1,133.1,124.6,37,10,25,2022
25,Travis Etienne,JAX,RB,23,10,5,0,0,0,0,0,131,725,5.53,4,31,22,202,9.18,0,3,1,4,1,N/A,117,138.7,145.7,127.7,34,11,26,2022
26,CeeDee Lamb,DAL,WR,23,9,9,0,0,0,0,0,5,12,2.40,0,88,53,706,13.32,5,0,0,5,N/A,N/A,102,154.8,157.8,128.3,33,9,27,2022
27,Rhamondre Stevenson,NWE,RB,24,9,3,0,0,0,0,0,129,618,4.79,4,43,35,227,6.49,1,0,0,5,N/A,N/A,115,149.5,155.5,132.0,32,12,28,2022
28,Taysom Hill,NOR,TE,32,9,4,7,10,101,1,0,43,344,8.00,5,5,3,16,5.33,1,1,0,6,N/A,N/A,80,83.0,86.0,81.5,32,2,29,2022
29,Mark Andrews,BAL,TE,27,8,8,0,0,0,0,0,2,7,3.50,0,64,42,488,11.62,5,0,0,5,N/A,N/A,80,121.5,124.5,100.5,31,3,30,2022
30,Dameon Pierce,HOU,RB,22,9,9,0,0,0,0,0,165,772,4.68,3,27,22,126,5.73,1,3,1,4,N/A,N/A,112,133.8,140.8,122.8,30,13,31,2022
31,Leonard Fournette,TAM,RB,27,10,9,0,1,0,0,1,135,462,3.42,3,50,43,315,7.33,3,0,0,6,N/A,N/A,112,154.7,161.7,134.2,29,14,32,2022
32,Tony Pollard,DAL,RB,25,9,3,0,0,0,0,0,103,621,6.03,6,25,15,134,8.93,0,0,0,6,N/A,N/A,112,126.5,132.5,119.0,29,15,33,2022
33,Miles Sanders,PHI,RB,25,9,8,0,0,0,0,0,143,710,4.97,6,14,11,42,3.82,0,0,0,6,N/A,N/A,111,122.2,125.2,116.7,29,16,34,2022
34,Kenneth Walker III,SEA,RB,22,9,5,0,0,0,0,0,121,587,4.85,7,24,18,103,5.72,0,0,0,7,N/A,N/A,111,129.0,135.0,120.0,29,17,35,2022
35,Ja'Marr Chase,CIN,WR,22,7,7,0,0,0,0,0,4,2,0.50,0,74,47,605,12.87,6,1,1,6,N/A,N/A,95,141.7,145.7,118.2,27,10,36,2022
36,Geno Smith,SEA,QB,32,10,10,230,316,2474,17,4,45,218,4.84,1,0,0,0,N/A,0,4,2,1,N/A,N/A,183,182.8,194.8,186.8,27,7,37,2022
37,T.J. Hockenson,2TM,TE,25,9,9,0,0,0,0,0,0,0,N/A,0,62,42,510,12.14,3,0,0,3,1,N/A,71,113.0,116.0,92.0,23,4,38,2022
38,Dallas Goedert,PHI,TE,27,9,9,0,0,0,0,0,0,0,N/A,0,53,43,544,12.65,3,1,1,3,N/A,N/A,70,113.4,117.4,91.9,23,5,39,2022
39,Tyler Lockett,SEA,WR,30,10,10,0,0,0,0,0,0,0,N/A,0,71,54,640,11.85,5,2,2,5,N/A,N/A,90,144.0,149.0,117.0,22,11,40,2022
40,Zach Ertz,ARI,TE,32,10,10,0,0,0,0,0,0,0,N/A,0,69,47,406,8.64,4,0,0,4,2,N/A,69,115.6,118.6,92.1,21,6,41,2022
41,Terry McLaurin,WAS,WR,27,10,10,0,0,0,0,0,4,11,2.75,0,73,46,737,16.02,2,1,0,2,N/A,N/A,87,132.8,135.8,109.8,19,12,42,2022
42,Khalil Herbert,CHI,RB,24,10,1,0,0,0,0,0,108,643,5.95,4,7,6,62,10.33,1,0,0,5,N/A,N/A,101,106.5,109.5,103.5,19,18,43,2022
43,Kyler Murray,ARI,QB,25,9,9,240,360,2168,12,6,59,359,6.08,2,0,0,0,N/A,0,8,2,2,1,3,175,174.6,188.6,180.6,19,8,44,2022
44,Amari Cooper,CLE,WR,28,9,9,0,1,0,0,1,0,0,N/A,0,69,42,585,13.93,5,0,0,5,N/A,N/A,87,128.5,132.5,108.5,19,13,45,2022
45,Mike Evans,TAM,WR,29,9,9,0,0,0,0,0,0,0,N/A,0,76,49,671,13.69,3,0,0,3,N/A,N/A,85,134.1,137.1,109.6,18,14,46,2022
46,Gabriel Davis,BUF,WR,23,8,8,0,0,0,0,0,0,0,N/A,0,48,24,544,22.67,5,0,0,5,N/A,N/A,84,108.4,111.4,96.4,17,15,47,2022
47,Jeff Wilson,2TM,RB,27,10,6,0,0,0,0,0,118,638,5.41,3,21,15,136,9.07,1,2,2,4,N/A,N/A,97,112.4,120.4,104.9,16,19,48,2022
48,Allen Lazard ,GNB,WR,27,9,9,0,0,0,0,0,0,0,N/A,0,66,38,529,13.92,5,0,0,5,N/A,N/A,83,120.9,123.9,101.9,15,16,49,2022
49,Breece Hall,NYJ,RB,21,7,2,0,0,0,0,0,80,463,5.79,4,31,19,218,11.47,1,1,1,5,N/A,N/A,96,115.1,122.1,105.6,15,20,50,2022
50,Alvin Kamara,NOR,RB,27,8,7,0,0,0,0,0,112,469,4.19,1,53,39,338,8.67,2,2,2,3,N/A,N/A,95,133.7,141.7,114.2,13,21,51,2022
51,Tyler Boyd,CIN,WR,28,9,7,1,1,23,0,0,0,0,N/A,0,49,37,537,14.51,4,0,0,4,1,N/A,81,117.6,120.6,99.1,13,17,52,2022
52,Brandon Aiyuk,SFO,WR,24,9,9,0,0,0,0,0,1,7,7.00,0,62,44,567,12.89,4,1,1,4,N/A,N/A,79,123.4,127.4,101.4,12,18,53,2022
53,Antonio Gibson ,WAS,RB,24,10,6,0,0,0,0,0,103,372,3.61,3,41,34,253,7.44,2,0,0,5,N/A,N/A,93,126.5,132.5,109.5,11,22,54,2022
54,Cole Kmet,CHI,TE,23,10,10,0,0,0,0,0,2,9,4.50,0,33,23,274,11.91,5,0,0,5,N/A,N/A,58,81.3,84.3,69.8,11,7,55,2022
55,D.K. Metcalf,SEA,WR,25,10,10,0,0,0,0,0,0,0,N/A,0,77,48,581,12.10,4,2,2,4,N/A,N/A,78,126.1,131.1,102.1,11,19,56,2022
56,Chris Olave,NOR,WR,22,9,6,0,0,0,0,0,0,0,N/A,0,77,46,658,14.30,2,1,1,2,1,N/A,78,123.8,127.8,100.8,11,20,57,2022
57,Curtis Samuel,WAS,WR,26,10,8,0,0,0,0,0,22,134,6.09,0,70,47,483,10.28,3,1,1,3,N/A,N/A,78,124.7,131.7,101.2,11,21,58,2022
58,Amon-Ra St. Brown,DET,WR,23,8,8,0,0,0,0,0,3,70,23.33,0,70,49,518,10.57,3,0,0,3,N/A,N/A,77,125.8,128.8,101.3,10,22,59,2022
59,Raheem Mostert,MIA,RB,30,10,8,0,0,0,0,0,118,543,4.60,3,26,17,119,7.00,1,0,0,4,N/A,N/A,90,107.2,113.2,98.7,9,23,60,2022
60,Aaron Rodgers,GNB,QB,39,11,11,243,376,2542,19,7,16,64,4.00,0,0,0,0,N/A,0,7,4,0,N/A,1,164,164.1,178.1,171.1,9,9,61,2022
61,Trevor Lawrence,JAX,QB,23,10,10,227,348,2334,13,6,37,178,4.81,3,0,0,0,N/A,0,6,4,3,N/A,1,163,163.2,179.2,169.2,8,10,62,2022
62,Juwan Johnson,NOR,TE,26,10,6,0,0,0,0,0,0,0,N/A,0,43,28,302,10.79,4,0,0,4,N/A,N/A,54,82.2,85.2,68.2,7,8,63,2022
63,Tee Higgins,CIN,WR,23,9,8,0,0,0,0,0,0,0,N/A,0,58,41,564,13.76,3,0,0,3,N/A,N/A,74,115.4,118.4,94.9,7,23,64,2022
64,Deebo Samuel,SFO,WR,26,8,7,0,0,0,0,0,28,165,5.89,1,60,34,411,12.09,2,2,1,3,N/A,N/A,74,107.6,114.6,90.6,7,24,65,2022
65,Tua Tagovailoa,MIA,QB,24,8,8,176,248,2265,18,3,19,35,1.84,0,0,0,0,N/A,0,2,0,0,N/A,N/A,160,160.1,166.1,163.1,5,11,66,2022
66,JuJu Smith-Schuster,KAN,WR,26,9,9,0,0,0,0,0,0,0,N/A,0,64,46,615,13.37,2,2,1,2,N/A,N/A,72,117.5,121.5,94.5,5,25,67,2022
67,Mike Gesicki,MIA,TE,27,10,1,0,0,0,0,0,0,0,N/A,0,35,24,269,11.21,4,0,0,4,N/A,N/A,51,74.9,77.9,62.9,4,9,68,2022
68,Tyler Conklin,NYJ,TE,27,9,9,0,0,0,0,0,1,1,1.00,0,50,33,316,9.58,3,2,0,3,N/A,N/A,50,82.7,85.7,66.2,3,10,69,2022
69,D.J. Moore,CAR,WR,25,10,10,0,0,0,0,0,7,39,5.57,0,77,39,478,12.26,3,0,0,3,N/A,N/A,70,108.7,111.7,89.2,3,26,70,2022
70,Mecole Hardman,KAN,WR,24,8,5,0,0,0,0,0,4,31,7.75,2,34,25,297,11.88,4,1,0,6,N/A,N/A,69,93.8,96.8,81.3,2,27,71,2022
71,Gerald Everett,LAC,TE,28,9,6,0,0,0,0,0,1,0,0.00,0,55,34,364,10.71,2,0,0,2,N/A,N/A,48,82.4,85.4,65.4,2,11,72,2022
72,Mike Williams,LAC,WR,28,7,7,0,0,0,0,0,0,0,N/A,0,59,37,495,13.38,3,0,0,3,N/A,N/A,68,104.5,107.5,86.0,1,28,73,2022
73,Devin Duvernay,BAL,WR,25,9,9,0,0,0,0,0,7,55,7.86,1,33,25,318,12.72,3,0,0,5,N/A,N/A,67,92.3,95.3,79.8,1,29,74,2022
74,Marquise Brown,ARI,WR,25,6,6,0,0,0,0,0,0,0,N/A,0,64,43,485,11.28,3,1,0,3,N/A,N/A,67,109.5,112.5,88.0,N/A,30,75,2022
75,Tory Carter,TEN,N/A,23,7,3,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,76,2022
76,Alex Armah,WAS,N/A,28,2,0,0,0,0,0,0,0,0,N/A,0,0,0,0,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,77,2022
77,Clyde Edwards-Helaire,KAN,RB,23,9,6,0,0,0,0,0,69,293,4.25,3,23,17,151,8.88,3,0,0,6,N/A,N/A,80,97.4,103.4,88.9,N/A,24,78,2022
78,Marcus Mariota,ATL,QB,29,10,10,143,231,1747,12,7,63,347,5.51,3,0,0,0,N/A,0,8,3,3,N/A,2,155,154.6,170.6,161.6,N/A,12,N/A,2022
79,Tom Brady,TAM,QB,45,10,10,282,427,2805,12,2,18,-8,-0.44,0,1,0,0,N/A,0,3,2,0,N/A,1,153,153.4,160.4,155.4,N/A,13,N/A,2022
80,Kirk Cousins,MIN,QB,34,9,9,227,354,2356,14,8,21,50,2.38,2,0,0,0,N/A,0,4,1,2,N/A,2,153,153.2,165.2,161.2,N/A,14,N/A,2022
81,Daniel Jones,NYG,QB,25,9,9,156,237,1596,8,2,69,387,5.61,3,0,0,0,N/A,0,3,2,3,N/A,1,147,146.5,156.5,148.5,N/A,15,N/A,2022
82,Justin Herbert,LAC,QB,24,9,9,254,386,2450,14,6,27,73,2.70,0,1,1,-8,-8.00,0,3,2,0,N/A,N/A,145,145.5,156.5,151.0,N/A,16,N/A,2022
83,Jared Goff,DET,QB,28,9,9,192,301,2277,15,7,17,43,2.53,0,1,1,5,5.00,0,5,3,0,1,1,140,140.9,153.9,147.4,N/A,17,N/A,2022
84,Derek Carr,LVR,QB,31,9,9,194,311,2128,13,5,15,67,4.47,0,0,0,0,N/A,0,3,0,0,N/A,N/A,134,133.8,141.8,138.8,N/A,18,N/A,2022
85,Jacoby Brissett,CLE,QB,30,9,9,185,290,2074,8,5,38,182,4.79,2,0,0,0,N/A,0,5,3,2,N/A,N/A,129,129.2,143.2,134.2,N/A,19,N/A,2022
86,Jimmy Garoppolo,SFO,QB,31,8,7,159,238,1931,11,4,18,26,1.44,2,0,0,0,N/A,0,3,2,2,N/A,N/A,124,123.8,132.8,127.8,N/A,20,N/A,2022
87,Matt Ryan,IND,QB,37,8,8,224,325,2230,10,9,16,49,3.06,1,0,0,0,N/A,0,11,3,1,N/A,N/A,116,116.1,131.1,125.1,N/A,21,N/A,2022
88,Russell Wilson,DEN,QB,34,8,8,155,270,1980,7,5,32,121,3.78,1,1,1,1,1.00,0,4,0,1,N/A,N/A,115,116.4,127.4,120.9,N/A,22,N/A,2022
89,Ryan Tannehill,TEN,QB,34,8,8,136,209,1685,10,4,24,38,1.58,1,0,0,0,N/A,0,2,1,1,N/A,N/A,107,107.2,115.2,111.2,N/A,23,N/A,2022
90,Davis Mills,HOU,QB,24,9,9,184,295,1975,11,9,12,28,2.33,0,0,0,0,N/A,0,4,1,0,N/A,N/A,106,105.8,118.8,114.8,N/A,24,N/A,2022
91,Carson Wentz,WAS,QB,30,6,6,144,232,1489,10,6,19,79,4.16,0,0,0,0,N/A,0,6,1,0,N/A,2,97,97.5,107.5,103.5,N/A,25,N/A,2022
92,Andy Dalton,NOR,QB,35,7,7,141,217,1559,11,7,17,34,2.00,0,0,0,0,N/A,0,3,1,0,N/A,1,96,95.8,106.8,102.8,N/A,26,N/A,2022
93,Matthew Stafford,LAR,QB,34,8,8,195,285,1928,8,8,12,5,0.42,1,0,0,0,N/A,0,5,3,1,N/A,N/A,94,93.6,107.6,101.6,N/A,27,N/A,2022
94,Jonathan Taylor,IND,RB,23,7,7,0,0,0,0,0,129,609,4.72,2,27,18,87,4.83,0,2,2,2,N/A,N/A,78,95.6,100.6,86.6,N/A,25,N/A,2022
95,James Robinson,2TM,RB,24,9,5,0,0,0,0,0,99,405,4.09,3,14,11,51,4.64,2,1,0,5,N/A,N/A,76,86.6,89.6,81.1,N/A,26,N/A,2022
96,Cordarrelle Patterson,ATL,RB,31,6,5,0,0,0,0,0,76,402,5.29,5,9,6,39,6.50,0,0,0,5,N/A,N/A,74,80.1,83.1,77.1,N/A,27,N/A,2022
97,Devin Singletary,BUF,RB,25,9,9,0,0,0,0,0,92,394,4.28,2,37,28,207,7.39,1,2,2,3,N/A,N/A,74,102.1,110.1,88.1,N/A,28,N/A,2022
98,Najee Harris,PIT,RB,24,9,9,1,1,4,0,0,128,460,3.59,1,29,24,112,4.67,2,2,1,3,N/A,N/A,73,97.4,104.4,85.4,N/A,29,N/A,2022
99,Ezekiel Elliott,DAL,RB,27,7,7,0,0,0,0,0,109,443,4.06,4,8,6,32,5.33,0,0,0,4,N/A,N/A,72,77.5,80.5,74.5,N/A,30,N/A,2022
100,Michael Carter,NYJ,RB,23,9,7,0,0,0,0,0,85,330,3.88,3,32,25,196,7.84,0,1,0,3,N/A,N/A,71,95.6,101.6,83.1,N/A,32,N/A,2022
101,D'Onta Foreman,CAR,RB,26,10,3,0,0,0,0,0,91,426,4.68,4,7,4,25,6.25,0,0,0,4,1,N/A,71,75.1,78.1,73.1,N/A,31,N/A,2022
102,Zach Wilson,NYJ,QB,23,6,6,96,167,1202,4,5,21,68,3.24,1,1,1,2,2.00,1,1,1,2,N/A,N/A,71,72.1,81.1,76.6,N/A,28,N/A,2022
103,Baker Mayfield,CAR,QB,27,6,5,98,173,1117,6,4,14,40,2.86,1,0,0,0,N/A,0,6,1,1,N/A,N/A,69,68.7,76.7,72.7,N/A,30,N/A,2022
104,Kenny Pickett,PIT,QB,24,6,5,130,195,1161,2,8,27,149,5.52,3,0,0,0,N/A,0,3,1,3,N/A,N/A,69,69.3,84.3,77.3,N/A,29,N/A,2022
105,Kareem Hunt,CLE,RB,27,9,0,0,0,0,0,0,83,314,3.78,3,24,20,127,6.35,1,0,0,4,N/A,N/A,68,88.1,94.1,78.1,N/A,34,N/A,2022
106,David Montgomery,CHI,RB,25,9,9,0,0,0,0,0,115,434,3.77,2,17,15,150,10.00,0,1,1,2,N/A,N/A,68,83.4,90.4,75.9,N/A,33,N/A,2022
107,Garrett Wilson,NYJ,WR,22,9,5,0,0,0,0,0,2,5,2.50,0,68,42,521,12.40,2,1,0,2,N/A,N/A,65,106.6,109.6,85.6,N/A,31,N/A,2022
108,Tyler Allgeier,ATL,RB,22,9,4,0,0,0,0,0,102,443,4.34,1,9,9,78,8.67,1,0,0,2,N/A,N/A,64,73.1,76.1,68.6,N/A,36,N/A,2022
109,AJ Dillon ,GNB,RB,24,11,2,0,0,0,0,0,117,467,3.99,1,26,17,109,6.41,0,1,0,1,N/A,N/A,64,80.6,86.6,72.1,N/A,37,N/A,2022
110,Michael Pittman Jr.,IND,WR,25,9,9,0,0,0,0,0,0,0,N/A,0,85,61,603,9.89,1,2,1,1,N/A,N/A,64,125.3,129.3,94.8,N/A,32,N/A,2022
111,DeVonta Smith,PHI,WR,24,9,9,0,0,0,0,0,0,0,N/A,0,61,46,481,10.46,3,1,1,3,N/A,N/A,64,110.1,114.1,87.1,N/A,33,N/A,2022
112,D'Andre Swift,DET,RB,23,6,4,0,0,0,0,0,40,253,6.33,2,24,17,150,8.82,2,0,0,4,N/A,N/A,64,81.3,87.3,72.8,N/A,35,N/A,2022
113,James Conner,ARI,RB,27,7,7,0,0,0,0,0,82,314,3.83,3,27,22,139,6.32,0,1,0,3,N/A,N/A,63,85.3,91.3,74.3,N/A,38,N/A,2022
114,Kenyan Drake,BAL,RB,28,7,4,0,0,0,0,0,73,344,4.71,3,11,9,45,5.00,1,0,0,4,N/A,N/A,63,71.9,74.9,67.4,N/A,39,N/A,2022
115,Jerry Jeudy,DEN,WR,23,9,9,0,0,0,0,0,1,1,1.00,0,55,30,449,14.97,3,0,0,3,N/A,N/A,63,93.0,96.0,78.0,N/A,34,N/A,2022
116,Jakobi Meyers,NWE,WR,26,7,6,0,0,0,0,0,2,9,4.50,0,52,40,457,11.43,3,1,1,3,N/A,N/A,63,102.6,106.6,82.6,N/A,35,N/A,2022
117,Christian Watson,GNB,WR,23,8,5,0,0,0,0,0,4,22,5.50,1,28,18,243,13.50,5,0,0,6,N/A,N/A,63,80.5,83.5,71.5,N/A,36,N/A,2022
118,Eno Benjamin,ARI,RB,23,10,3,0,0,0,0,0,70,299,4.27,2,33,24,184,7.67,0,0,0,2,1,N/A,62,86.3,92.3,74.3,N/A,40,N/A,2022
119,Dak Prescott,DAL,QB,29,4,4,81,127,856,6,4,14,51,3.64,1,0,0,0,N/A,0,0,0,1,N/A,N/A,61,61.3,68.3,65.3,N/A,31,N/A,2022
120,Adam Thielen,MIN,WR,32,9,9,0,0,0,0,0,0,0,N/A,0,64,43,467,10.86,2,0,0,2,1,N/A,61,103.7,106.7,82.2,N/A,37,N/A,2022
121,Courtland Sutton,DEN,WR,27,9,9,0,0,0,0,0,1,5,5.00,0,73,41,533,13.00,1,0,0,1,N/A,N/A,60,100.8,103.8,80.3,N/A,38,N/A,2022
122,Mac Jones,NWE,QB,24,6,6,111,168,1140,4,7,25,78,3.12,1,0,0,0,N/A,0,2,1,1,N/A,N/A,59,59.4,70.4,66.4,N/A,32,N/A,2022
123,Drake London,ATL,WR,21,10,8,0,0,0,0,0,0,0,N/A,0,62,38,407,10.71,3,1,1,3,1,N/A,59,96.7,100.7,77.7,N/A,39,N/A,2022
124,Parris Campbell,IND,WR,25,10,9,0,0,0,0,0,2,29,14.50,0,54,39,373,9.56,3,0,0,3,N/A,N/A,58,97.2,100.2,77.7,N/A,40,N/A,2022
125,Taylor Heinicke,WAS,QB,29,4,4,75,121,840,5,4,17,60,3.53,1,0,0,0,N/A,0,1,1,1,N/A,N/A,56,55.6,63.6,59.6,N/A,33,N/A,2022
126,Darrell Henderson,LAR,RB,25,9,6,0,0,0,0,0,68,274,4.03,3,22,17,102,6.00,0,0,0,3,N/A,N/A,56,72.6,78.6,64.1,N/A,41,N/A,2022
127,Melvin Gordon,DEN,RB,29,9,5,0,0,0,0,0,82,287,3.50,2,27,20,184,9.20,0,4,2,2,N/A,N/A,55,75.1,83.1,65.1,N/A,42,N/A,2022
128,Cooper Rush,DAL,QB,29,6,5,90,156,1020,5,3,9,6,0.67,0,0,0,0,N/A,0,2,0,0,N/A,N/A,55,55.4,61.4,58.4,N/A,34,N/A,2022
129,Chris Godwin,TAM,WR,26,8,7,0,0,0,0,0,3,5,1.67,0,73,48,475,9.90,1,0,0,1,N/A,N/A,54,102.0,105.0,78.0,N/A,41,N/A,2022
130,Mack Hollins,LVR,WR,29,9,8,1,1,4,0,0,1,0,0.00,0,50,30,416,13.87,2,0,0,2,N/A,N/A,54,83.8,86.8,68.8,N/A,42,N/A,2022
131,Damien Harris,NWE,RB,25,7,6,0,0,0,0,0,71,302,4.25,3,14,11,47,4.27,0,0,0,3,N/A,N/A,53,63.9,66.9,58.4,N/A,43,N/A,2022
132,Dontrell Hilliard,TEN,RB,27,9,1,0,0,0,0,0,19,127,6.68,0,21,16,160,10.00,4,0,0,4,N/A,N/A,53,68.7,74.7,60.7,N/A,44,N/A,2022
133,Darnell Mooney,CHI,WR,25,10,10,0,0,0,0,0,1,2,2.00,0,56,36,464,12.89,1,0,0,1,N/A,N/A,53,88.6,91.6,70.6,N/A,43,N/A,2022
134,DeAndre Hopkins,ARI,WR,30,4,4,0,0,0,0,0,0,0,N/A,0,46,36,396,11.00,2,1,0,2,N/A,N/A,52,87.6,90.6,69.6,N/A,44,N/A,2022
135,George Pickens,PIT,WR,21,9,5,0,0,0,0,0,3,24,8.00,1,47,29,370,12.76,1,0,0,2,N/A,N/A,51,80.4,83.4,65.9,N/A,45,N/A,2022
136,Mitchell Trubisky,PIT,QB,28,5,4,78,128,797,3,2,13,29,2.23,1,0,0,0,N/A,0,0,0,1,N/A,1,51,50.8,55.8,52.8,N/A,35,N/A,2022
137,Zay Jones,JAX,WR,27,9,8,0,0,0,0,0,3,21,7.00,0,65,47,417,8.87,1,0,0,1,N/A,N/A,50,96.8,99.8,73.3,N/A,46,N/A,2022
138,Donovan Peoples-Jones,CLE,WR,23,9,7,0,0,0,0,0,1,2,2.00,0,55,35,516,14.74,0,1,1,0,N/A,N/A,50,84.8,88.8,67.3,N/A,47,N/A,2022
139,Marquez Valdes-Scantling,KAN,WR,28,9,6,0,0,0,0,0,1,-3,-3.00,0,43,26,441,16.96,1,0,0,1,N/A,N/A,50,75.8,78.8,62.8,N/A,48,N/A,2022
140,Chase Claypool,2TM,WR,24,10,8,1,1,1,1,0,9,59,6.56,0,58,35,332,9.49,1,0,0,1,N/A,N/A,49,84.1,87.1,66.6,N/A,50,N/A,2022
141,Romeo Doubs,GNB,WR,22,9,7,0,0,0,0,0,1,11,11.00,0,50,31,314,10.13,3,2,1,3,N/A,N/A,49,79.5,83.5,64.0,N/A,51,N/A,2022
142,Isaiah McKenzie,BUF,WR,27,8,6,0,0,0,0,0,5,35,7.00,1,34,24,219,9.13,3,0,0,4,N/A,N/A,49,73.4,76.4,61.4,N/A,49,N/A,2022
143,Diontae Johnson,PIT,WR,26,9,9,0,0,0,0,0,5,22,4.40,0,81,47,435,9.26,0,1,0,0,1,N/A,48,94.7,97.7,71.2,N/A,52,N/A,2022
144,Rondale Moore,ARI,WR,22,7,7,0,0,0,0,0,5,1,0.20,0,56,41,414,10.10,1,0,0,1,N/A,N/A,48,88.5,91.5,68.0,N/A,54,N/A,2022
145,Rashaad Penny,SEA,RB,26,5,5,0,0,0,0,0,57,346,6.07,2,5,4,16,4.00,0,1,0,2,N/A,N/A,48,52.2,55.2,50.2,N/A,45,N/A,2022
